epoch,train_loss,train_acc,val_loss,val_acc,lr
0,0.8715026953846995,0.6402519557045616,0.6391387142841285,0.7165876777251184,0.001
1,0.625657816612901,0.7553591384740425,0.4433254869063319,0.8327014218009479,0.001
2,0.5135412971705522,0.8062582545971757,1.0338359022027508,0.6677725118483412,0.001
3,0.4799938100837394,0.8238341968911918,1.230794334185632,0.5919431279620853,0.001
4,0.43913419784041885,0.8379559077517017,0.34960620375041146,0.8734597156398104,0.001
5,0.40838969988841345,0.8476074367570863,0.4004250502699359,0.8540284360189574,0.001
6,0.38534153883297073,0.8630498831657015,0.30560875303372387,0.885781990521327,0.001
7,0.36020523912233515,0.872803007213248,0.2863463577783503,0.8976303317535546,0.001
8,0.3576324595573483,0.8698567509905517,0.3936680834157772,0.8587677725118483,0.001
9,0.33247951379481655,0.8782891394899929,0.3064746616575955,0.8895734597156398,0.001
10,0.31564010225102435,0.8884486437061871,0.3809442009406067,0.8701421800947867,0.001
11,0.30005817631087167,0.8891598090013207,0.2668204855862387,0.9023696682464455,0.001
12,0.3095206179555131,0.8873310982424057,0.3164092551757939,0.8791469194312796,0.001
13,0.29858510855656867,0.8926140404348267,0.2590586655371562,0.9080568720379147,0.001
14,0.2842371030153812,0.8961698669104947,0.22082698181342175,0.9208530805687204,0.001
15,0.2703494338437356,0.9013512140607538,0.22063139160097492,0.9241706161137441,0.001
16,0.26767356042017554,0.906329371126689,0.24443026343228128,0.9170616113744076,0.001
17,0.26855551735676364,0.9043990653256121,0.3897558199568382,0.8706161137440759,0.001
18,0.2589089398756873,0.9066341562531749,0.2570351357143637,0.904739336492891,0.001
19,0.254216121280507,0.908158081885604,0.21226358283752514,0.9251184834123223,0.001
20,0.24914478282400182,0.9060245860002032,0.2674472998668797,0.909478672985782,0.001
21,0.22945929583369093,0.9173016356801789,0.19183577842904492,0.9308056872037914,0.001
22,0.22390058713570657,0.920451081987199,0.20948960360192576,0.9241706161137441,0.001
23,0.23007330016689936,0.9199431067763894,0.19809227006695282,0.9312796208530806,0.001
24,0.21693865506766252,0.9212638423244945,0.2544658110605032,0.909478672985782,0.001
25,0.213286137029515,0.9246164787158386,0.19981162841851113,0.9265402843601895,0.0001
26,0.17657260167566025,0.936401503606624,0.15168059473919077,0.9436018957345972,0.0001
27,0.15648144604374237,0.9443259168952555,0.16099884987442414,0.9364928909952607,0.0001
28,0.14979775478933008,0.9472721731179519,0.15097517054792828,0.9440758293838862,0.0001
29,0.15309433484936127,0.9454434623590369,0.15265504483363074,0.9445497630331754,0.0001
30,0.14804673632700535,0.9478817433709235,0.16490083057168536,0.9379146919431279,0.0001
31,0.14736264371374183,0.9480849334552474,0.15594558903673814,0.9407582938388626,0.0001
32,0.1435801862495575,0.9525551153103728,0.15514429972917548,0.9440758293838862,1e-05
33,0.13163258930448532,0.9527583053946967,0.15580916295966832,0.942654028436019,1e-05
34,0.12730469259379612,0.9556029665752311,0.14509888554071362,0.9478672985781991,1e-05
35,0.13100718212638773,0.9526567103525347,0.15131578383287547,0.9445497630331754,1e-05
36,0.1323528210391701,0.9550949913644214,0.15249534109474924,0.9464454976303317,1e-05
37,0.13166667826274636,0.9552981814487453,0.14818207877224657,0.9478672985781991,1e-05
38,0.1326330280135611,0.9529614954790206,0.150952935261184,0.9459715639810427,1.0000000000000002e-06
39,0.1262231026797424,0.9552981814487453,0.1523971319481095,0.9459715639810427,1.0000000000000002e-06
40,0.1324804248342206,0.9553997764909072,0.14741281405161907,0.9483412322274881,1.0000000000000002e-06
41,0.12727927246629545,0.9544854211114497,0.1480547340842785,0.9483412322274881,1.0000000000000002e-06
42,0.13366179633138142,0.9509295946357817,0.14340356767742554,0.9492890995260663,1.0000000000000002e-06
43,0.12850960324395663,0.9546886111957736,0.1443540922273392,0.9483412322274881,1.0000000000000002e-06
44,0.12604298864370267,0.955806156659555,0.1464168903810718,0.9488151658767773,1.0000000000000002e-06
45,0.1309197754118969,0.9545870161536117,0.14675815904874936,0.9502369668246445,1.0000000000000002e-06
46,0.13028428484336108,0.9549933963222594,0.14186475987400488,0.9488151658767773,1.0000000000000002e-06
47,0.13344838773678633,0.9508279995936199,0.15313459021785247,0.943127962085308,1.0000000000000002e-06
48,0.12616671766980955,0.955704561617393,0.14559714226361134,0.9492890995260663,1.0000000000000002e-06
49,0.12549474534587043,0.9559077517017169,0.14775239044173633,0.9488151658767773,1.0000000000000002e-06
